l,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
1563.3,1602,1973.2,2122.8,2280.1,2495.7,2653.7,2793.8,2860.5,2934.4,3108.9,3180.9,3251.7,3356.3,3465,3526.8,3604.9,3835.3,3982.4,4140.6,4213.4,4283.2,4387.7,4490.6,4569,4643.5,4934.2,5088.5,5251.1,5323.2,5395.8,5502.1,5605.7,5679.4,5757.3,6003.5,6150.2,6343.9,6484.6,6626.4,6700,6776.4,6952.5,7103.1,7226.6,7297.6,7369,7477.3,7580,7654.7,7732.2,7954.3,8101.4,8248.2,8320.7,8392.1,8500.2,8604.1,8680.1,8757.8,9001.7,9173.2,9322.3,9460,9536.4,9614.4,9843.7,9993.8,10132,10202,10274,10377,10485,10558,10638
1598.2,1663.8,2013.2,2205.3,2348.2,2551.8,2717.8,2839.1,2928,3003.4,3160.9,3233.1,3314.1,3421.4,3512.6,3599.6,3678.2,3893.7,4057.3,4191.1,4264.9,4350.8,4457.8,4549.3,4609.7,4690.9,4991.7,5160.1,5302.1,5377.7,5461.2,5572.5,5664.2,5747.5,5826.1,6060.2,6221.2,6407.3,6565.1,6687.4,6765.6,6850.7,7078.8,7166.1,7278.5,7352.6,7437,7544.5,7639.2,7721.9,7801.1,8080.7,8163.8,8300.5,8376.4,8459.4,8571.2,8666.6,8752.9,8826.9,9055.9,9237.8,9403.5,9520.7,9601.1,9684.5,9977.3,10056,10185,10258,10342,10453,10545,10627,10707
